label,pivot_lang,translated,original
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",deu_Latn,"[Организация] [МЕСТО] Телефон: [Контакт], Факс: [Контакт] Электронная почта: [Контакт], www.[WEBSITE] [OKPO] [ОРГАНИЗАЦИЯ] [INN] [KPP] [DATE_TIME] Нет [Документ_Номер] от [DATE_TIME] Примечания к СРН, ТС и WTC Подписались [ЛЮДИ] Результаты проверки представленных документов на предмет [ОПКОНТАКТ] Техническая передача.","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О направлении замечаний к ППР, ТК и ОТК Уважаемый [PERSON]! Направляю Вам результаты рассмотрения представленной документации по объекту [OBJECT]. Техническое перевооружение. Приложение: Замечания на 1 л. в 1 экз. [PERSON] [PERSON] [CONTACT]"
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",deu_Latn,"[DATE_TIME] No [Dokument_Nummer] in No [Document_Number] von [Datum_Zeit] О передаче замечаний в силовой завод, ТКМ и в ГЭТЕР-ГРИОЗИЯ ТОП ТРЕМЯНЬИ ЧЛАСКИ ! Высылаю результаты проверки представленной документации к объекту [ОБъект] [ОБъект]. Technical Transport Material. Приложение: замечания на странице 1. in 1 Exemplar.","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О направлении замечаний к ППР, ТК и ОТК Уважаемый [PERSON]! Направляю Вам результаты рассмотрения представленной документации по объекту [OBJECT]. Техническое перевооружение. Приложение: Замечания на 1 л. в 1 экз. [PERSON] [PERSON] [CONTACT]"
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",deu_Latn,ОРГАНИЗАЦИЯ] No-[ID] [DATE_TIME] к [DOCUMENT_NUMBER] от [DATE_TIME] и руководителю проекта Stellverter Направление объектов наземных строительства [Организация] [Организация] [ПЕРСОН] Деревня: Договорные вопросы Любовь [ПЕРСОН]! В ответ на [DATE_TIME] подтверждаем свое согласие с заключением дополнительных контрактов [ID] к Договору [ID] от [DATE_TIME] для исполнения всего трудового договора на строительство объектов нефти и газа в Ост-Сибири (включая создание Объединения газоперекачки Nächerbissengesellschaft [TECTOBIT]. ] Приложение 1: Соглашение с участником [СИЗИН СИЗИЦ]: [ЕМЕСЬ: ANTALER-KLESTER].,"[ORGANIZATION] No-[ID] [DATE_TIME] на [DOCUMENT_NUMBER] от [DATE_TIME] Заместителю руководителя проекта Обустройство площадных объектов [ORGANIZATION] [ORGANIZATION] [PERSON] Тема: Договорные вопросы Уважаемый [PERSON]! В ответ на [DOCUMENT_NUMBER] от [DATE_TIME] подтверждаем согласие на заключение Дополнительного соглашения [ID] к договору [ID] от [DATE_TIME] на выполнение комплекса работ по строительству объектов нефтегазовой инфраструктуры Восточной Сибири (в т.ч. строительство Дожимной насосной станции [OBJECT]). Приложение: 1) Проект Дополнительного соглашения [ID] с приложениями. С уважением, Заместитель генерального директора по реализации проектов [PERSON] [REGION] [CONTACT] Почтовый адрес: [LOCATION] Юридический адрес: [LOCATION] Тел.: [CONTACT], e-mail: [CONTACT] [ID], [ID]"
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",deu_Latn,"[ООН] [МОСТ] Телефон: [КОНТАКТ], Факс: [КОНТАКТ] Электронная почта: [КОНТАКТ], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] Нет [Document_NUMBER] на [Document_NUMBER] от [DATE_TIME] [DEATY] [ПРИКАЗ] Отправление замечаний в PCR, KK и OTC Отправление лица [ПЕРСОН] Я отправляю вам результаты проверки представленных документов на объект [OPGET] с. Транспорт технический.","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О направлении замечаний к ППР, ТК и ОТК Уважаемый [PERSON]! Направляю Вам результаты рассмотрения представленной документации по объекту [OBJECT]. Техническое перевооружение. Приложение: Замечания на 1 л. в 1 экз. [PERSON] [PERSON] [CONTACT]"
"Проект ""Северная деревня""",deu_Latn,"[ЛОКАЦИЯ] Телефонный номер: [КОНТАКТ], факс: [КОНТАКТ] Электронная почта: [КОНТАКТ], www[WEBСИТ] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] Спрашиваем адрес компании [Организация] Ссылки на информацию о поставках газа в [Генальная] [GAZILISCHE ZWETER] [ОПЕРАТИВНАЯ] [ЛЮДЬ] [ЛЮДЬ] [ПЕРСИЯ] [ГАСПЕСПИСАЖЕНТ] [ГАЗИЧЕР] [НОВОДИНА] [ОРГАНIZАЦИЯ] (далее именуемая [РОГАНИЗАЦИЯ]) без каких-либо ограничений и в полной мере обеспеченной, включая расширение производственных мощностей. [DATE_TIME] Приготовление к созданию периода [PERESIPALIZATION] для объединения энергогенных ресурсов [ОГАЗИЧЕР] [СЕЙСЕНФО] [DATE_TIME] [DATE_TIME] [ВРАЗРГАСПИСТ] анализ и проведение работы организации в связи с первыми десятью поставками энергонородного газа.","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] предоставлении информации по поставке газа на [OBJECT] Врио генерального директора [ORGANIZATION] [PERSON] Уважаемый [PERSON]! Для обеспечения приема газа на [OBJECT] [ORGANIZATION] (далее – [ORGANIZATION]) без ограничений и в полном объеме, [ORGANIZATION] (далее - [ORGANIZATION]) проводится анализ загрузки производственных мощностей. Прошу Вас в срок до [DATE_TIME] предоставить в адрес [ORGANIZATION] информацию по добыче [UNIT] на десятилетний период (в том числе от перспективных объектов с поставкой газа на [OBJECT]) в соответствии с прилагаемой формой. Приложение: Упомянутое по тексту в формате xlsx. в 1 экз. Заместитель генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] ([CONTACT])"
"Проект ""Северная деревня""",deu_Latn,"[ЧЛЕСТВО] исполнительного директора проектов LONGOU, Eisenbahnstraße, дом 8, город [НАГРАЖДЕНИЕ], городской округ город [НАГРАЖДЕНИЕ], [регион], [страна], [POTAL_CODE] телефон: [контакт], факс: [контакт] электронная почта: [веб-сайт] www[COMPENSAT] [ID], [ID], [ID], [ID] [DATE_TIME] No. [Docta]/[DOCENT_NUMBER]-[номер] в Приложении No.1 [DOCUMEN_NUMBER] от [DATE_TIME] развертывание процессов разработки системы данных для проектирования гидрообликаций в рамках проекта [Date_Date_DATE] [Date_DATE] [Date_DATE] [Датение] No. [NAME] [Contact] Номер 2 [Date_Date] в рамках реализации первого плана разработок, разработки и реализации проекта [Date_time] - в качестве базовых данных при общих задач в ходе реализации первого плана разработки, технической информации и предложений по реализации проекта [Датение] [Дата-Разработка] [Date_Date_Date] [Date_date] [Датение] [Date_Date_Date_FIN] [Date_Fundertakt] [Это] [Схеразопментация] [Date_Vise] [Дагент-Эро] - основной задач в процессе разработки проекта [Date-R].","[ORGANIZATION] Исполнительному директору Проекта Уренгой [ORGANIZATION] [PERSON] уллица Железнодорожная, дом 8, город [LOCATION], городской округ город [LOCATION], [REGION], [COUNTRY], [POSTAL_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[WEBSITE] [ID], [ID], [ID], [ID] [DATE_TIME] No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]-[NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О направлении данных для проектирования перемычки на территории [OBJECT] Уважаемый [PERSON]! С целью выполнения пункта 2 Протокола совместного совещания по вопросам взаимодействия в рамках реализации проектов по разработке [DEPOSITS] [REGION] и [REGION] в рамках [PROJECT] от [DATE_TIME] No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]-[DATE_TIME] направляю Вам уточненную принципиальную схему для проектирования перемычек от проектируемого трубопровода [PIPELINE] до [OBJECT] до существующих трубопроводов [PIPELINE] от [STATION] до входной [SECTION] т.н. No [NUMBER], [NUMBER], [NUMBER], [NUMBER] на вход технологических ниток [OBJECT] с уточнением пространственного положения трубопроводов. Прошу Вас направить специалистов [ORGANIZATION] для более детальной проработки инженерных изысканий и окончательного решения по точкам подключения. Приложение: Принципиальная схема на 1 л. в 1 экз. И.о. заместителя генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] [CONTACT]"
"Проект ""Северная деревня""",deu_Latn,"[ДОКУМЕНТ] ОТ РЕСТОРА ДУКУМЕНТА [ДОКУМЕНТА] В НОМЕР ДОКОМЕНТА на [ДОКОМЕНТА] ООО"" ОРГАНИЗАЦИИЕ О СОГЛАСОВАНИЕ С ОРГАНИЗАЦИЮДА НА НАЧЕШИЕ ПРЕДИЗЕМНЫЕ НИМЕРА НА РАСПОДНОСТЬ ВА МНИХ ВУЧЕНСТВАХ В АПРЕЛЬСКЮ ПРЕДИСИЮ [DATE_TIME] Это очень уважаемая персона!По результатам изучения информации о фактических объемах ГАЗА и установленной газотка и нефтепродукции за АПРЕЛЬ [DATE_TIME] (далее формы 1-340-Б) с целью заключения Соглашения с ООО ""ЕКГОБ"" за апрель отправлять согласованные индексы [НИМИ] в [РГУЧЕНС], согласно ПРАСПОДНОС ""ДУЛЬ"" ФОКИЦАТ No 1 (А) приложения No 1 (1) Приложение No1-31 Реглашения о Регулированном соединении о представлении Секторе НИТЕЛЬ ЗА ПРЯ СОБ""","[ORGANIZATION] [PERSON] [LOCATION] [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [ORGANIZATION] согласовании фактических объемов добычи УВС за апрель [DATE_TIME] Уважаемый [PERSON]! По результатам рассмотрения сведений о фактических объемах добычи газа, нестабильного газового конденсата и нефти за апрель [DATE_TIME] (далее – Форма 1-340-В) с целью приведения в соответствие с исполнительным балансом [ORGANIZATION] за апрель [DATE_TIME] направляю согласованные показатели [ORGANIZATION] по Форме 1-340-В. Приложение: на 1 л. в 1 экз. И.о. заместителя генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] [CONTACT]"
"Проект ""Северная деревня""",deu_Latn,"Персона, дорогой человек, в подтверждении вашего письма No [DUKUMENT_NUMBER] от [DATE_TIME] к вашему [DUCUMENT_NUMBER] от [DATE_TIME] о проверке сообщения о процедуре концентрации ненастных концентратов газа в общественном транспортном средстве и об отсрочке доставки необходимых данных в место применения OPCOM хочу вам сообщить, что я являюсь руководителем, который должен проверить ООМ и пройти опрос в Бундес-Роборганизационный Информационный Фонд. Для работы над выполнением работы необходимо, чтобы связаться с [БУКТОМ]. [ТЕЛЕФОН: SPCIND.] (1) Организации требуется 30-дневный срок, чтобы предоставить необходимые данные; (2) Представитель [Бундес-Роборганизаций] может предоставить [БУКТОМ] необходимые документы, а не представитель [ЛУЧАСНИК] может не предоставить соответствующую информацию.","[ORGANIZATION] [LOCATION] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] на Исх. [DOCUMENT_NUMBER] от [DATE_TIME] о поверке измерительной системы. Исполнительный директор проекта [PERSON] Уважаемый [PERSON]! В ответ на Ваше письмо No [DOCUMENT_NUMBER] от [DATE_TIME] о предоставлении свидетельства о поверке СИКП в рамках договора поставки NoДП [FINANCIAL_DATA] [FINANCIAL_DATA] системы измерений количества конденсата газового нестабильного на УППГ [ORGANIZATION] (СИКП) сообщаю о готовности провести поверку СИКП и внести сведения в Федеральный информационный фонд. Для организации проведения данных работ просим предоставить контакты ответственного лица для запроса исходных данных: 1) Сведений о поверке на СИ из состава СИКНП; 2) Условий для организации допуска специалистов (при необходимости въезда на объект). Срок выполнения - 30 рабочих дней с момента подачи заявки, при условии предоставления необходимых документов. Директор по производству [PERSON] Искн.: [PERSON] тел.: [CONTACT], доб. [FINANCIAL_DATA]"
"Проект ""Северная деревня""",deu_Latn,"Я хотел бы сообщить вам, что в течение времени с [DATE_TIME] до [DATE_TIME] на [LOCATION] состоится дневное мероприятие ориентированной программы [PROGRAM], в котором примут участие [НИМЕР] сотрудников [НИМЕР] разведочных и горных предприятий [ОРГАНИСАЦИЯ] Группы.В рамках проведения Программы запланировано, что бы певец [ОРГАНИЗАЦИЯ] - заместитель исполнительного директора управления [НИМЕР] посетил тему [Опыт реализации крупного проекта] в рамках программы. [Лестер] Сиэ, начальник деятельности [Лестер] Лидер [Релтер] РЕЛЕРИЗОКЧЕТ, [РЕЛЕРИЗОКЧЕТ] РЕЛЬЕРИЗОПРОСПИТРОСПИТЕЛ, [Группа]: Лестер - [Лестер] [РЕЛЬТЕР РЕСПИТЕР]: [Форат: ЭВЕНИРНР], [Лестер] Разработка инфраструктуры и разработки [РЕЛТЕР], в том числе при проекте, расположенном в рамках Программы. [Лестер]","Генеральному директору [ORGANIZATION] [PERSON] О командировке сотрудника Уважаемый [PERSON]! Сообщаем Вам, что в период с [DATE_TIME] по [DATE_TIME] в [LOCATION] состоится очное обучение по целевой программе [PROGRAM], в которой примут участие [NUMBER] сотрудников из [NUMBER] предприятий разведки и добычи группы компаний [ORGANIZATION]. В рамках проведения мероприятий программы запланировано выступление в роли спикера сотрудника [ORGANIZATION] - заместителя исполнительного директора по проектному управлению [PERSON] на тему Опыт реализации крупного проекта [OBJECT]. Прошу Вас командировать [PERSON] в [LOCATION] для участия в роли спикера в рамках проведения программы [PROGRAM] [DATE_TIME]. Приложение: Программа [PROGRAM] [YEAR] на [NUMBER] л. в [NUMBER] экз. С уважением, И.о. директора по развитию функции Добыча, инфраструктура и операционная деятельность [PERSON] ([CONTACT]) [CONTACT] [ORGANIZATION] [CENTER]"
Блок бизнес-директора,deu_Latn,"Директор по бизнесу с трансформацией [ОРГАНИЗАЦИЯ] [ЛЮБОЖНАЯ] ООО ООО [ОРГАНИЗАЦИЯ] [РОИСТНИК] [ID] [КОНТАКТ] электронная почта: [КОНТАКТ] http://www.[ОРГАНИЗАЦИЯ].ru Большое Вам спасибо уважаемый господин [ЛЮБОВОЖНАЯ]! Этим письмом мы благодарим Вас и Вашу команду в личных отношениях [ЛЮБОВОЖНА] и [ЛЮБОВОЖНАЯ] за активное участие, поддержку и профессионализм в реализации моего задания по ОПЕ-цифровому решению [ДОКУМЕНТ_НОМЕР] Благодарим сформированной команде Begsres за успешное завершение цифрового выпуска и возможность для нашей команды фруктозного проекта добиться поставленных целей.","Директору по бизнес-трансформации [ORGANIZATION] [PERSON] Общество с ограниченной ответственностью [ORGANIZATION] [LOCATION] [ID] [CONTACT] e-mail: [CONTACT] http://www.[ORGANIZATION].ru Благодарность Уважаемый [PERSON]! Настоящим письмом выражаем благодарность Вам и Вашей команде в лице [PERSON] и [PERSON] за активное участие, содействие и профессионализм в реализации ОПЭ цифрового решения [DOCUMENT_NUMBER] Моя функция. Благодаря вкладу Вашей команды, тираж завершился успешно и команда цифрового проекта смогла достигнуть поставленных целей. Мы высоко ценим наше сотрудничество и надеемся на продолжение плодотворного взаимодействия в будущем. С уважением, [PERSON] [PERSON] [CONTACT] [ORGANIZATION]"
Блок бизнес-директора,deu_Latn,"ЗАЯВЛАНИЕ [ДАТЬ_ВРЕМЯ] ОБЯЗАНИЕ [ДАТЬ_ВРЕМЯ] ОБЯЗАНИЕ / БИТ: [ID] / [ID] BIT [DOCUMENT_NUMBER], [DATE_TIME] Прав и дело. Адрес: [МОСТ) Номер телефона: [КОНТАТ] Электронная почта: [КОНТАНТ] [ОРГАНИЗАЦИЯ] [ДЕКУМЕНТ_НУМЕНТ] [ДАТЬ_ТУМЬ] [СОБЩЕСТЬ] [ЛЮДИЯ] ОБРАЗАНИЯ [ДАТЬ_ТУМЬ] СЛУЖДЕНИЕ [ЛЮДИЯ]! [ОРГАНИЗАЦИЯ] ценит сотрудничество с [ОРГАНИЗАЦИЕЙ] [ВАЗАРГАНИЗАЦИЯ] (далее - заказчик) и стремится максимально вовременно и качественно выполнять обязательства по Договору No30 [НВЕРВЕРВЕРОВЕРИАЦИЕНАЦИЯ] [БУЛЮДИОНИЙ] СТОРИНОМНЦИИРЫ ПРОЕЖЕНИТАИТА [ВЕРВЕРВАРГАНИЗАЦИЗАЦИЯ] [ВЕРВЕРВЕРВОЗИТИЗАЦИЯ] [ВЕРВЕРОВАРГАНЦИЗИИ] Процесс [ВЕРВЕРВЕЧЕСПРОЕНЬТИЯ] [ВЕРВЕЧЕНИЙ [НОТУРИЗВЕРВЕРАЦИ] [РЕПРИЗЕ] [ВЕРВЕРВЕРВЕРВИЖЕНТЭ] [РЕГИЗОВЕРЖЕН] В РЕСВИЖЕЖНЫ ТЕЦИЧНА [ВИЗВИЖЕНЬ [ПЛЫ] [РИЗВИЗВЕР] О ЦОРЖНИРЫЕГ [РЭНТ РЕСТИЗВИЖЕНИЧЕР] [РИЗВАТ] РЕСУЗЕНИЖО [РИЖИЗВИ ЖЕСНИЗВИЗ [ВАЦ] [РО [РЕЗ] [РЕВЕРНТИЧИЧИЖЕН [РИЗНИЗ] ОРЕНЦИ ЗЫ, ВРЕЧИЗРИЦИЖНИР] [РЕЧЕССТ, НАРЕС -ВРБИЗОР [ВЕР] В РЕСНИЗНИЗВЕРВРИЧ] ИРИЗВ","[ORGANIZATION] [ORGANIZATION] ИНН / КПП: [ID] / [ID] ОГРН [DOCUMENT_NUMBER], [DATE_TIME] Юр./ факт. адрес: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] [ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME] Кому: [PERSON] О заключении Наряд-заказов Уважаемый [PERSON]! [ORGANIZATION] высоко ценит сотрудничество с [ORGANIZATION] (далее - Заказчик) и прилагает все усилия к тому, чтобы качественно и в срок выполнить все принятые на себя обязательства в рамках Договора No[DOCUMENT_NUMBER] от [DATE_TIME] на оказание услуг по сбору и передаче данных, формирование отчетности, архивированию, визуализации (далее - Договор). В ответ на Ваше письмо от [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] выражает свое согласие на заключение Наряд-заказа No [NUMBER] и Наряд-заказа No [NUMBER] в рамках Договора по реализации нефтегазовых проектов по направлению Бурение, ТКРС без изменения единичных расценок, общей стоимости, сроков выполнения работ и сроков действия Договора. С уважением, Коммерческий директор [ORGANIZATION] [PERSON] Исп. Руководитель проектов [PERSON] Тел. [CONTACT]"
Блок бизнес-директора,deu_Latn,"Директор по реорганизации бизнеса [ORDER] [ЧЕЛОВЕК] ООО [ОРДЕР] [ЗДОНАРЕНИЕ] [ID] [КОНТАКТ] электронная почта: [КОНТАКТ] http://www.[ORDER].ru Спасибо всем [Челловекам]! Мы благодарим Вас и Вашу команду [Люди] и [МЕСС] за активное участие, продвижение и профессионализм в реализации OPR Digital Solution [Документ_ЧЕТЬ] Я выполняю свои функции. Благодаря вкладу нашей команды развернувшийся стационарный процесс был успешно завершен, а команда проектов Digital Wires смогла достичь своей цели.мы очень ценим наше сотрудничество и надеемся на продолжение плодотворного сотрудничества в будущем.","Директору по бизнес-трансформации [ORGANIZATION] [PERSON] Общество с ограниченной ответственностью [ORGANIZATION] [LOCATION] [ID] [CONTACT] e-mail: [CONTACT] http://www.[ORGANIZATION].ru Благодарность Уважаемый [PERSON]! Настоящим письмом выражаем благодарность Вам и Вашей команде в лице [PERSON] и [PERSON] за активное участие, содействие и профессионализм в реализации ОПЭ цифрового решения [DOCUMENT_NUMBER] Моя функция. Благодаря вкладу Вашей команды, тираж завершился успешно и команда цифрового проекта смогла достигнуть поставленных целей. Мы высоко ценим наше сотрудничество и надеемся на продолжение плодотворного взаимодействия в будущем. С уважением, [PERSON] [PERSON] [CONTACT] [ORGANIZATION]"
Блок бизнес-директора,deu_Latn,"INN/KOPP: [ID] / [ID] ОКРАНИЗАЦИЯ [DECUMENT_NUMBER], [DATE_TIME] Юридическая инициатива. -Факт. -Адрес: [ЛОКАЦИЯ] Телефон: [Контакт] Электронная почта: [Контакт] [ORDANIZATION] [DECT_NUMBER] от [DATE_TIME] А Wen: [PERSON] Über den Abschluss von Aufträgen [Date_TIME] Geehrter [Person]! [ÖGENIZATION] высоко ценит сотрудничество с [ORGANIZATION] [DECUMENT_NUMBER], (далее - Заказчик) и прилагает все усилия, чтобы качественно и правомерно выполнить все обязательства, взятые ей в рамках Договора No [CONTACT] [CONTACT] [DECUMENT_CONTRACT], заключение которого является обязательным, заключение которого заключено без ограничений периода [DECUNITION_TRANS] для продления срока действия Договора и приостановок [DECTION_TRANSZENZATION] для [ZINAWORGIZATION], просмотра [Continua_INTER] и/[PRODECTION_TRANSIT] на заключение Договора, проходить каждое время, выполнение [DECITION_TRACT] и выполнение Проекта [DECITION_TS] - [DECITION_TRANCE_TRANSIT] - за [DECITION_CONTRACT] - разрабатывать [DECTING].","[ORGANIZATION] [ORGANIZATION] ИНН / КПП: [ID] / [ID] ОГРН [DOCUMENT_NUMBER], [DATE_TIME] Юр./ факт. адрес: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] [ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME] Кому: [PERSON] О заключении Наряд-заказов Уважаемый [PERSON]! [ORGANIZATION] высоко ценит сотрудничество с [ORGANIZATION] (далее - Заказчик) и прилагает все усилия к тому, чтобы качественно и в срок выполнить все принятые на себя обязательства в рамках Договора No[DOCUMENT_NUMBER] от [DATE_TIME] на оказание услуг по сбору и передаче данных, формирование отчетности, архивированию, визуализации (далее - Договор). В ответ на Ваше письмо от [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] выражает свое согласие на заключение Наряд-заказа No [NUMBER] и Наряд-заказа No [NUMBER] в рамках Договора по реализации нефтегазовых проектов по направлению Бурение, ТКРС без изменения единичных расценок, общей стоимости, сроков выполнения работ и сроков действия Договора. С уважением, Коммерческий директор [ORGANIZATION] [PERSON] Исп. Руководитель проектов [PERSON] Тел. [CONTACT]"
Блок бизнес-директора,deu_Latn,"Transformationsdirektor [Organisation] [PERSON] Gesellschaftvertraulichkeitsgesellschaft [Organisation] [Standort] [ID] [KONTAKT] E-Mail: [KONTACT] http://www[ORGANIZATION].ru Большое спасибо вам, дорогие [PERSON]! Это письмо благодарят вас и вашу команду за активное участие, поддержку и профессионализм в реализации ОСИ ОСНОВЛЕНИЯ [ПЕРСОН] моя функция. Благодаря бегам вашей команды копия была успешно завершена, и наша команда цифровых проектов смогла достигнуть поставленных целей. Мы очень ценим наше сотрудничество и надеемся на продолжение плодотворного бизнес-сотрудничества в будущем.","Директору по бизнес-трансформации [ORGANIZATION] [PERSON] Общество с ограниченной ответственностью [ORGANIZATION] [LOCATION] [ID] [CONTACT] e-mail: [CONTACT] http://www.[ORGANIZATION].ru Благодарность Уважаемый [PERSON]! Настоящим письмом выражаем благодарность Вам и Вашей команде в лице [PERSON] и [PERSON] за активное участие, содействие и профессионализм в реализации ОПЭ цифрового решения [DOCUMENT_NUMBER] Моя функция. Благодаря вкладу Вашей команды, тираж завершился успешно и команда цифрового проекта смогла достигнуть поставленных целей. Мы высоко ценим наше сотрудничество и надеемся на продолжение плодотворного взаимодействия в будущем. С уважением, [PERSON] [PERSON] [CONTACT] [ORGANIZATION]"
Блок бизнес-директора,deu_Latn,"ОРГАНИЗАЦИЯ] [ОРГАНИЗАЦИЯ] В/KPP: [ИD] / [ID] [ОРГАНИЗАЦИЯ [Документ номер], [DATE_TIME] Юрисдикция/Факт Адрес: [МЕСТО] Телефон: [КОНТАКТ] Электронная почта: [КОНТАКТ] [Организация] [НОМЕР документа] от [DATE_TIME] Удаче: [Лицо] Завершение торгов Уважаемый человек! [Организация] ведет сотрудничество с [ОРГАНИЗАЦИЙ] (далее - Заказчик) делает очень многое и старается изменить свои услуги как можно лучше, качественно и Fristgerecht выполнять все обязательства, которые они несут в рамках Конфиденциальных данных Проекта [NORGENIZATIE] [Проекты-конфиденциальные данные] не выполняет, [АРГАНИЗАЦИЯ] [АРГЕНИЗАТ] [РГЕНИЗАТ] [РГИЗАЦИАТУМИНИА] [ЭТРГИЗАЦИИЯ] [РГЕНИТРСЗАЦИЯ] [РГЕНИЗАЦИАЦИИАЦИЯ] [ВОРГИЗАЦИЯ] [РГЕНИРГАТ] [РГЕНИЗАЦИЗАЦИАЦИЯ] [АРЕНЦИЯ [ТРАГИНФЫРЭСИЗАЦИАЦИЯ] [ДЕЛ] [РГИЗАЦИГИГАЦИГАЦИЖНЦИЯ] [АГИГИГИГАНЦИГАЦИИАЦИЙ[ИИ, ТРАЦИГИГИГ [Т] [ВЕГИГИГАЦИРЕТ]ИГИГИГИГИЗАЦТ], в отношении [ТИГИГИГИГИГИГИГ [РИГИГИГИГИЯЗИГИГИЖ, О ПРАЦИГИ","[ORGANIZATION] [ORGANIZATION] ИНН / КПП: [ID] / [ID] ОГРН [DOCUMENT_NUMBER], [DATE_TIME] Юр./ факт. адрес: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] [ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME] Кому: [PERSON] О заключении Наряд-заказов Уважаемый [PERSON]! [ORGANIZATION] высоко ценит сотрудничество с [ORGANIZATION] (далее - Заказчик) и прилагает все усилия к тому, чтобы качественно и в срок выполнить все принятые на себя обязательства в рамках Договора No[DOCUMENT_NUMBER] от [DATE_TIME] на оказание услуг по сбору и передаче данных, формирование отчетности, архивированию, визуализации (далее - Договор). В ответ на Ваше письмо от [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] выражает свое согласие на заключение Наряд-заказа No [NUMBER] и Наряд-заказа No [NUMBER] в рамках Договора по реализации нефтегазовых проектов по направлению Бурение, ТКРС без изменения единичных расценок, общей стоимости, сроков выполнения работ и сроков действия Договора. С уважением, Коммерческий директор [ORGANIZATION] [PERSON] Исп. Руководитель проектов [PERSON] Тел. [CONTACT]"
