text,label
"Общество с ограниченной ответственностью [ORGANIZATION] Юридический адрес: [LOCATION] Почтовый адрес: [LOCATION] тел., факс: [CONTACT] приемная тел.: [CONTACT] бухгалтерия тел.: [CONTACT] ПТО тел.: [CONTACT] e-mail to: [CONTACT] ОГРН [ID] от [DATE_TIME] ОКТМО [ID] ОКВЭД [ID] ИНН [ID] КПП [ID] БИК [ID] р/с [FINANCIAL_DATA] к/с [FINANCIAL_DATA] [ORGANIZATION] ПАО [ORGANIZATION] Исх. No [DOCUMENT_NUMBER] [PERSON] Касательно допуска персонала В рамках выполнения обустройства [OBJECT] Водоподготовка, планируется выполнение работ по подключению кабельной продукции в действующей электроустановке 2КТП10/0,4кВ No1 [OBJECT], РУ-0,4кВ. Для оформления разрешительной документации на выполнение вышеуказанных работ, направляем Вам список лиц электротехнического персонала [ORGANIZATION]. Просим допустить бригаду в составе 8 человек с [DATE_TIME] по [DATE_TIME] в качестве строительно-монтажного персонала, согласно гл.47 ПОТ при ЭЭ с предоставление права выдачи нарядов, быть ответственными руководителями и исполнителями работ Все работники прошли медицинский осмотр, проверку знаний норм и правил по охране труда, инструкций по охране труда, промышленной и пожарной безопасности, в объеме занимаемой должности. Приложение No1: Список лиц - 1лист Гл. инженер [PERSON] Исполнитель: [PERSON] [CONTACT] Приложение No1 к письму No[DOCUMENT_NUMBER] от [DATE_TIME] No n/n Ф.И.О. Должность Группа по зл. безоп. Выдающийся наряд Ответственный руководитель работ Проведенные работы Член бригады 1 [PERSON] Прораб ЭМУ Гр.5 До и выше 1000В 2 [PERSON] Мастер ЭМУ Гр.5 До и выше 1000В 3 [PERSON] Электромонтер Гр.4 До и выше 1000В - - 4 [PERSON] Электромонтер Гр.4 До и выше 1000В - - 5 [PERSON] Электромонтажник Гр.4 До и выше 1000В - - 6 [PERSON] Электромонтажник Гр.3 До и выше 1000В - - - 7 [PERSON] Электромонтажник Гр.4 До и выше 1000В - - 8 [PERSON] Электромонтажник Гр.3 До и выше 1000В - - - Источник: [PERSON] [CONTACT]",Блок технического директора
"[ORGANIZATION] ОРГ: [ID], ИНН/КПП: [ID] РО, [LOCATION], город [CITY], улица [STREET], дом [HOUSE], офис [OFFICE] [CONTACT] Мск. No[DOCUMENT_NUMBER] от [DATE_TIME] г. Техническому директору [ORGANIZATION] [PERSON] О привлечении [ORGANIZATION] Уважаемый [PERSON]! Дободим до Вашего сведения, что в рамках реализации заключенного договора No[DOCUMENT_NUMBER] от [DATE_TIME] на оказание услуг по освоению скважин [OBJECT] с использованием мобильного комплекса освоения скважин на 2024-2030г. нам ранее направлено письмо No[DOCUMENT_NUMBER] от [DATE_TIME] г. в адрес [ORGANIZATION] о возможности привлечения персонала для выполнения монтажа системы АСУТП и приборов КИПиА на МКОС [OBJECT]. В настоящее время получен отказ от [ORGANIZATION], в связи с этим просим Вашего содействия в привлечении к реализации системы АСУТП и приборов КИПиА данной организации. Приложения: 1. Письмо No[DOCUMENT_NUMBER] от [DATE_TIME] г. О привлечении персонала [ORGANIZATION] 2. О возможности выполнения работ С уважением, Управляющий директор Руководитель проекта [PERSON] [CONTACT]",Блок технического директора
"ГРУППА КОМПАНИЙ МИРРИКО Общество с ограниченной ответственностью МИРРИКО (ООО МИРРИКО) Юр. адрес: [LOCATION] Поштальный адрес: [LOCATION] [CONTACT] [DATE_TIME] г. No [DOCUMENT_NUMBER] [PERSON] И.О. технического директора [PERSON] Уважаемый [PERSON]! В период [DATE_TIME] на напорном нефтепроводе [OBJECT] т.вп. [OBJECT] были установлены ОПИ ПТП сухого типа [OBJECT] марки [OBJECT] произведены [ORGANIZATION]. По результатам испытаний были выявлены нотехнические схожности с работой по установке, в случае промышленного применения ПТП [OBJECT]. Конкретный перечень указан в торговом отчете ОПИ. На основании ноляченной во время ОПИ информации и выявленных нотехнических особенностей установки, в частности технические решения, которые были приняты для обеспечения бесперебойной работы ПТП без участия операторов. Производство промышленного варианта с функцией автоматизации было начато в [DATE_TIME]. Принимая во внимание проведенные в [DATE_TIME] [ORGANIZATION] мероприятия, напавшие на соблюдение конструкции установки, а также перспективы использования промышленного применения сухого типа [OBJECT], были выявлены кратное снижение дооборудования и требований к переборке, хранению за счет повышения класса опасности, при этом Вы согласовали проведение ОПИ указанного ПТП на нефтепроводе [OBJECT] в [DATE_TIME] после проведения ознакомительного присмотра [ORGANIZATION] в [DATE_TIME], с целью подтверждения работоспособности дооборудования установки. Директор ПЕ ПТП [PERSON] Исп: [PERSON] Тел.: [CONTACT]",Блок технического директора
"[ORGANIZATION] [LOCATION] тел./факс [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН/КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] [PERSON] О допуске персонала Уважаемый [PERSON]! В рамках капитального строительства [OBJECT]-[OBJECT]-[OBJECT], планируется выполнение ЭМР по прокладке оптического кабеля от портала [PORTAL] по ограждению и заводке оптической линии в шкаф [OBJECT] [OBJECT] [OBJECT] [OBJECT]. Для оформления разрешительной документации на выполнение работ на рабочем месте электротехнического персонала [ORGANIZATION]. Прошу допустить бригаду на объект в составе [NUMBER] человек с [DATE_TIME] по [DATE_TIME] в качестве персонала строительного-монтажной организации, согласно плану [NUMBER] рабочих мест по охране труда при эксплуатации электроустановок, быть ответственным руководителем техническими работами. Все работы прошли медицинский осмотр, проверку знаний норм и правил по охране труда, инструкций по охране труда, промышленной и пожарной безопасности, в объеме занимаемой должности. Приложение: Список лиц, ответственных за безопасное производство работ в электроустановках. Главный энергетик [PERSON] [PERSON] [CONTACT]",Блок технического директора
"Общество с ограниченной ответственностью [ORGANIZATION] (ООО [ORGANIZATION]) Руководителю по энергосбережению-главному энергетику ООО [ORGANIZATION] [PERSON] Юридический адрес: [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОГРН [ID], ИНН [ID] на No** _**от** _** О направлении списка командированного персонала на 2025г. Уважаемый [PERSON]! В рамках оказания услуг: - по договору No [DOCUMENT_NUMBER] на оказание услуги [DOCUMENT_NUMBER] Комплексная эксплуатация энергетического оборудования локальных месторождений нефти (оказание комплексной эксплуатации энергетического оборудования) на [OBJECT], [OBJECT], [OBJECT], [OBJECT], [OBJECT], [OBJECT]. - по договору No[DOCUMENT_NUMBER] на оказание услуг по комплексной эксплуатации энергетического оборудования на [OBJECT]. Прошу Вас организовать допуск работников ООО [ORGANIZATION] в качестве командированного персонала согласно главе 46 Правил по охране труда при эксплуатации электроустановок с представлением прав, указанных в списках персонала ООО [ORGANIZATION] ПрЭО [LOCATION] проекта [OBJECT] (приложение 1), направляемых в качестве командированного персонала на 2025г. Срок выполнения: с [DATE_TIME] по [DATE_TIME]. Все работники прошли медицинский осмотр, проверку знаний норм и правил по охране труда, инструкций по охране труда, промышленной и пожарной безопасности в объеме занимаемой должности или профессии. О запрете хранения и провоза алкогольной и наркотической продукции на объекты заказчика ознакомлены. Приложения: 000 [ORGANIZATION] Приложение No1. Список персонала ООО [ORGANIZATION] ПрЭО [LOCATION] проекта [OBJECT], направляемых в качестве командированного персонала на 2025г. С уважением, Региональный управляющий - начальник ПрЭО [LOCATION] [PERSON] [PERSON] [CONTACT]",Блок технического директора
"[ORGANIZATION] Россия, [LOCATION]тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT] Техническому директору [ORGANIZATION] [PERSON] Копия: Начальнику управления закупок трубной продукции, скважинного оборудования и трубопроводной арматуры [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В ответ на Ваше письмо No [DOCUMENT_NUMBER] от [DATE_TIME] г. касательно возможности поставки теплоизолированной обсадной трубы согласно прилагаемого ТЗ сообщаю, что [ORGANIZATION] подтверждает техническую возможность изготовления запрашиваемой продукции, а именно Направление [DIMENSIONS]x[WIDTH]-тн [TYPE] - [TYPE]. Применяемые трубы и материалы для изготовления ТОТ: Труба обсадная ОТТГ [DIMENSIONS]x[WIDTH] - R3 - K55 - EW - RC - PSL-1 - [STANDARD] (без ограничения по максимуму предела текучести) Труба электросварная [WIDTH]x[WIDTH] [STANDARD] / [MATERIAL] [STANDARD] Теплоизоляционный материал - пенополиуретан (НИР). Цена - [FINANCIAL_DATA] руб/п.м. без НДС (базис FCA) Важно: предлагаемые цены - НМЦ (ориентировочные, не являются предметом КП, не окончательные) и уточняются на момент проведения тендерных процедур. Срок изготовления: [TIME_PERIOD] календарных дней с даты подписания договора на поставку. Прошу Вас учитывать информацию при формировании плана поставки и оформления закупочных процедур. Примечание: НТД (ТУ) на термокейсы (ТОТ) с данным видом теплоизоляции сообщим дополнительно, в рабочем порядке. Начальник Управления по продажам в вертикально-интегрированные нефтяные компании [PERSON]",Блок технического директора
"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [LOCATION] Тел.: [CONTACT] E-mail: [CONTACT] (По общим вопросам) E-mail: [CONTACT] (Продажи и подбор оборудования) Сайт: [WEBSITE] [ID] Технический директор [ORGANIZATION] [PERSON] [CONTACT] Reg.homer: [ID] Дата регистрации: [DATE_TIME] ИД документа: [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от **_ __**[DATE_TIME] г. Об организации работ с металлической бочкотарой Уважаемый [PERSON]! Между [ORGANIZATION] и [ORGANIZATION] заключен договор No[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/P от [DATE_TIME] на прокат погружных установок электроцентробежных насосов на [OBJECT], [OBJECT], [OBJECT] и [OBJECT] месторождениях. [DATE_TIME] г. при проведении проверки пропускного и внутриобъектового режима вагон-городка на [OBJECT] месторождении сотрудниками [ORGANIZATION] был выявлен факт хранения металлической бочкотары объемом [FINANCIAL_DATA] литров. Данная бочкотара была завезена на месторождение ошибочно, так как в работе мы используем исключительно пластиковую тару объемом [FINANCIAL_DATA] литров. Замечание было устранено [DATE_TIME] г., бочкотара была вывезена с территории месторождения. В соответствии с разработанным ПКМ всему персоналу, обслуживающему месторождения [ORGANIZATION] будет проведен внеплановый инструктаж о запрете завоза и хранения металлической бочкотары, а также ознакомление с ранее разработанными НРД. Надеемся на Ваше понимание в сложившейся ситуации и дальнейшее сотрудничество. Приложение: План корректирующих мероприятий на 1н. Директор [PERSON] Гурьянов [PERSON] Начальник цеха проката [CONTACT] [EMAIL] Заканчивание скважин Механизированная добыча Наземные насосные системы Альтернативная энергетика Аренда Прокат Сервис Ремонт Обслуживание Ремонтируемый",Блок технического директора
"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [LOCATION] Тел.: [CONTACT] Факс: [CONTACT] E-mail: [CONTACT]; [WEBSITE] [ID], [ID] от [DATE_TIME] No [DOCUMENT_NUMBER] от [DATE_TIME] О техническом обслуживании [OBJECT] Уважаемый [PERSON]! Согласно принятого совместного решения по итогам коммуникационной сессии по повышению надежности и изменению стратегии обслуживания арматуры фонтанной, оборудования устьевого, запорно-регулирующей арматуры от [DATE_TIME] [ORGANIZATION] подтверждает возможность проведения технического обслуживания вышеупомянутого оборудования с периодичностью не реже одного раза в 12 месяцев. С уважением, Главный конструктор [PERSON] [PERSON], отдел [DOCUMENT_NUMBER] [CONTACT]",Блок технического директора
"[ORGANIZATION] Юридический адрес: [LOCATION] Почтовый адрес: [LOCATION] тел., факс: [CONTACT] приемная тел.: [CONTACT] бухгалтерия тел.: [CONTACT] ПТО тел.: [CONTACT] e-mail to: [CONTACT] ОГРН [ID] от [DATE_TIME] ОКТМО [ID] ОКВЭД [ID] ИНН [ID] КПП [ID] БИК [ID] р/с [FINANCIAL_DATA] к/с [FINANCIAL_DATA] [ORGANIZATION] ПАО [ORGANIZATION] Исх. No [DOCUMENT_NUMBER] Руководителю по электроснабжению главному энергетику [ORGANIZATION] [PERSON] Касательно допуска персонала В рамках выполнения капитального строительства [OBJECT] [OBJECT] Куста газовых скважин No [DOCUMENT_NUMBER]. ВЛ-10кВ планируется выполнение работ по разработке траншеи, монтажу кабельной продукции в охранной зоне существующей ВЛ-10кВ Фидер Е-3 в пролете опор No [DOCUMENT_NUMBER] - No [DOCUMENT_NUMBER]. Для оформления разрешительной документации на выполнение вышеуказанных работ, направляем Вам список лиц электротехнического персонала [ORGANIZATION]. Просим допустить бригаду в составе [NUMBER] человек с [DATE_TIME] по [DATE_TIME] в качестве строительно-монтажного персонала, согласно гл.47 ПОТ при ЭЭ с предоставление права выдачи нарядов, быть ответственными руководителями и исполнителями работ. Все работники прошли медицинский осмотр, проверку знаний норм и правил по охране труда, инструкций по охране труда, промышленной и пожарной безопасности, в объеме занимаемой должности. Приложение No1: Список лиц - 1лист Зам. директора [PERSON] Исполнитель: [PERSON] [CONTACT] Приложение No1 к письму No [DOCUMENT_NUMBER] от [DATE_TIME] No n/n Ф.И.О. Должность Группа по эл. безоп. Виды огн. нагруз Ответственный руководитель работ Производитель работ Член бригады 1 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - 2 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - 3 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - 4 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - 5 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - 6 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCИАЛЬ_DATA] - - 7 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - - 8 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - 9 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - - 10 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - - 11 [PERSON] [POSITION] Гр.[NUMBER] До и выше [FINANCIAL_DATA] - - - 12 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 13 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 14 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 15 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 16 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 17 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 18 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - 19 [PERSON] [POSITION] Гр.[NUMBER] До 1000В - - - Техника: - Экскаватор гусеничный [OBJECT] [FINANCIAL_DATA] [FINANCIAL_DATA] - Экскаватор гусеничный [OBJECT] с гидролинией [FINANCIAL_DATA] [FINANCIAL_DATA] Исполнитель: [PERSON] [CONTACT]",Блок технического директора
"МИНИСТЕРСТВО ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ [ORGANIZATION] [LOCATION] Тел. [CONTACT] E-mail: [CONTACT] Электронный документ [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от [ORGANIZATION] [LOCATION] [CONTACT] Об изменении сведений в реестре государственная услуга от [DATE_TIME] No [DOCUMENT_NUMBER] В соответствии с постановлением Правительства Российской Федерации от [DATE_TIME] No [ID] О [ORGANIZATION], постановлением Правительства Российской Федерации от [DATE_TIME] No [ID] Об утверждении Правил формирования и ведения реестра аккредитованных лиц, реестра экспертов по аккредитации, реестра технических экспертов, реестра экспертных организаций и предоставления сведений из указанных реестров [ORGANIZATION] сообщает о внесении изменений в сведения реестра аккредитованных лиц (далее - Реестр). Одновременно сообщаем, что Реестр размещен на официальном сайте [ORGANIZATION] в информационно-телекоммуникационной сети Интернет по адресу: [URL] Начальник Управления работы с реестрами и аналитики [PERSON] Подлинник электронного документа, подписанного ЭП, хранится в системе электронного документооборота [ORGANIZATION] СВЕДЕНИЯ О СЕРТИФИКАТЕ ЭП Кому выдан: [PERSON] Кем выдан: [ORGANIZATION] Действителен: с [DATE_TIME] до [DATE_TIME]",Блок технического директора
"[ORGANIZATION] ЗАМЕСТИТЕЛЬ ГЕНЕРАЛЬНОГО ДИРЕКТОРА [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О направлении подписанных корректировочных и исправительных актов Уважаемый [PERSON]! [ORGANIZATION] принимает исправительные и корректировочные акты по долгосрочному рисковому операторскому договору от [DATE_TIME] No [DOCUMENT_NUMBER] / от [DATE_TIME] No [DOCUMENT_NUMBER], полученные письмом от [DATE_TIME] No [DOCUMENT_NUMBER]. Акты подписаны со стороны [ORGANIZATION] и проведены в системах для последующей оплаты в соответствии с условиями договора. Дополнительно сообщаю, что подписание дополнительного соглашения в связи с изменением фактических показателей, являющихся основанием для исчисления налога на добычу полезных ископаемых за [DATE_TIME] - [DATE_TIME], не требуется. Приложение: исправительные и корректировочные акты от [DATE_TIME] на [FINANCIAL_DATA] Заместитель генерального директора по производству [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [ID]",Блок технического директора
"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [LOCATION]Тел. приемная: [CONTACT] (доб. [NUMBER]) E-mail: [CONTACT] (По общим вопросам) E-mail: [CONTACT] (Продажи и подбор оборудования) Сайт: [WEBSITE] [ID] Техническому директору [ORGANIZATION] [PERSON] No[DOCUMENT_NUMBER] от [DATE_TIME] г. на No [DOCUMENT_NUMBER] от [DATE_TIME] г. Вызов на комиссионный разбор Уважаемый [PERSON]! Сообщаем Вам, что на сервисную базу [ORGANIZATION] г. [LOCATION] поступило демонтированное оборудование, подлежащее комиссионному разбору (приложение No1). Прошу Вас направить представителя для проведения комиссионных разборов, выполнение которых запланировано с [DATE_TIME] по [DATE_TIME]г. Направляемый работник при себе должен иметь: спецодежду, удостоверение по ТБ и ОТ. С уважением, Гл.инженер [ORGANIZATION] [PERSON] Нач. ОРР СК [PERSON] [CONTACT] [ORGANIZATION] [SERVICE_AREA] [SERVICE_AREA] [SERVICE_AREA] [SERVICE_AREA] [SERVICE_AREA] [SERVICE_AREA] [SERVICE_AREA]",Блок технического директора
"[ORGANIZATION] ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ [ORGANIZATION] ГЕНЕРАЛЬНЫЙ ДИРЕКТОР Место нахождения Общества: [LOCATION] ОГРН [ID], ИНН [ID] Адрес для корреспонденции: [LOCATION] Тел.: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [PERSON] замене техники [PERSON] Уважаемый [PERSON]! В ответ на Ваше письмо No [DOCUMENT_NUMBER] от [DATE_TIME] сообщаем, что [ORGANIZATION] в рамках действия договора No [DOCUMENT_NUMBER] от [DATE_TIME] готово осуществить замену автомобиля [FINANCIAL_DATA] на автомобиль повышенной проходимости пикап, с режимом работы в 1 смену 7 дней в неделю ориентировочно с [DATE_TIME]. С уважением, Генеральный директор [PERSON] Исп. [PERSON] Тел. [CONTACT] Вх. No [DOCUMENT_NUMBER] от [DATE_TIME]",Блок технического директора
"[ORGANIZATION] [LOCATION] [CONTACT] [DOCUMENT_NUMBER] [CONTACT] [ORGANIZATION] [PERSON] [PERSON] Касательно сотрудника [PERSON] Уважаемый [PERSON]! Прошу Вас согласовать заезд сотрудника [ORGANIZATION] на [OBJECT] местопожение [ORGANIZATION] и рассмотреть возможность организации питания, проживания, предоставления транспорта для [PERSON]. Целью заезда является совместный отбор проб богонефтяных эмульсий для дальнейшего подбора реагентов марки [PRODUCT]. По результатам проведенных лабораторных испытаний будут предоставлены на рассмотрение отчеты [REPORT] и итоговые рекомендации. С уважением, [PERSON] [ID] [CONTACT]",Блок технического директора
"[ORGANIZATION] [ORGANIZATION] Адрес для корреспонденции: [LOCATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] Тел.: [CONTACT] e-mail: [CONTACT] [PERSON] - первому заместителю управляющего директора [ORGANIZATION] Копия: [ORGANIZATION] Руководителю по энергоснабжению – Главному энергетику [PERSON] Руководителю центра по метрологии, автоматизации, связи и информационным технологиям [PERSON] О рассмотрении технической возможности ремонта ВОЛС на ВЛЭП Уважаемый [PERSON]! Прошу рассмотреть техническую возможность выполнения разовых работ, согласно СО [DOCUMENT_NUMBER], в целях устранения возможных неисправностей волоконно-оптических кабелей связи принадлежащих [ORGANIZATION] и размещенных на Ваших линиях электропередач методом подвеса. Предполагается выполнение следующих видов разовых работ: - осуществление спуска и подъема оптических муфт, размещенных на опорах линий электропередач, в ситуациях их срыва либо повреждения, для проведения ремонтных работ силами специалистов [ORGANIZATION]; - осуществление спуска и подъема участков волоконно-оптических кабелей, при их повреждениях, для выполнения ремонтных работ силами специалистов [ORGANIZATION]; - восстановление фиксации подвесных элементов волоконно-оптических кабелей, размещенных на опорах линий электропередач. При необходимости, по Вашему запросу, готовы направить инструкции на выполнение данных видов работ. По техническим вопросам обращаться к Ведущему инженеру электросвязи Отдела ТО и ТР [LOCATION] - [PERSON]. При положительном решении, прошу Вас направить коммерческое предложение на электронный адрес: [CONTACT] в кратчайшие сроки. С уважением, [PERSON] [ORGANIZATION]",Блок технического директора
"[ORGANIZATION] [ORGANIZATION] [ID] [CONTACT] [LOCATION] [DOCUMENT_NUMBER] [DATE_TIME] О допуске к работе ДСТ Руководителю подразделения по транспортному обеспечению [ORGANIZATION] [PERSON] Уважаемые [PERSON]! В рамках Договора [DOCUMENT_NUMBER] от [DATE_TIME] (далее - Договор), [ORGANIZATION] оказывает автотранспортные услуги [ORGANIZATION] на [OBJECT]. Производственной программой к Договору, предусмотрено оказание услуг бездорожья на пневмоходу и дорожно-строительной техникой. На данной технике истек срок действия технического осмотра: 1. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 2. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 3. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 4. [FINANCIAL_DATA] [ID] – [DATE_TIME]; Заблаговременное проведение технического осмотра самоходной техники на [OBJECT] специалистами [ORGANIZATION] города [LOCATION] невозможно, в связи с загруженностью единственного инспектора. Исходя из информации, полученной в результате переговоров с инспектором [ORGANIZATION], выезд запланирован на [DATE_TIME]. Учитывая вышеизложенное, просим допустить к работе вышеперечисленную технику до момента прохождения технического осмотра в установленном порядке и продлить срок действия пропусков до [DATE_TIME]. С уважением, Директор по транспорту [PERSON] [CONTACT] [PERSON]",Блок технического директора
"[ORGANIZATION] Адрес для корреспонденции: [LOCATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER] ИНН [ID], КПП [ID] тел.: [CONTACT] факс: [CONTACT] E-mail: [CONTACT] https://www.[ORGANIZATION].ru На [DATE_TIME] от [ORGANIZATION] о необходимости проверки [OBJECT] Уважаемый [PERSON]! За 1-й квартал [DATE_TIME] выявились сбои в эксплуатации оборудования на объектах [OBJECT]. В результате проведенных системных анализов установлены факты несоответствия алгоритмов блокировочных параметров техническому регламенту и картам ПСС [OBJECT]. Основной причиной подобных несоответствий, на наш взгляд, является непостоянная доработка программного обеспечения АРМов, контрольное [OBJECT] и PCУ. Для исключения возникновения аварийных остановов и своевременного выявления несоответствий, прошу информировать производственную дирекцию [ORGANIZATION] [OBJECT] о необходимости проведения фактической проверки системы [OBJECT], на которую в рамках внебюджетного представления [ORGANIZATION]. Приложение: Акт расследования инцидента No[DOCUMENT_NUMBER] от [DATE_TIME]. С уважением, [PERSON] [PERSON] [ORGANIZATION]",Блок технического директора
"[ORGANIZATION] [LOCATION] ж.р. [LOCATION], Россия, [LOCATION]; тел. [CONTACT]; факс [CONTACT]; www.[ORGANIZATION]; e-mail: [CONTACT]; ОКПО [ID]; ОГРН [ID]; ИНН/КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] На No от Руководителям организаций (по списку рассылки) О проведении совещания Уважаемые руководители! Настоящим сообщаю, что по результатам проведенного специалистами [ORGANIZATION] анализа Вами в январе-марте [DATE_TIME] допущены внеплановые остановки сдачи нефти в МН ВСТО, нарушение и корректирование согласованных план-графиков сдачи через СИКН [DOCUMENT_NUMBER] ПСП [ORGANIZATION]. Вышеуказанные остановки и корректировки план-графиков сдачи нефти оказывают существенное влияние на цикличность работы МН ВСТО, а также влияют на изменение потребления электроэнергии от плановых значений, что приводит к расходованию дополнительных затрат и значительным финансовым убыткам, которые несет [ORGANIZATION]. На основании вышеизложенного, с целью обсуждения вопросов организации более качественного и своевременного планирования объемов сдачи нефти в МН ВСТО, прошу Вас обеспечить участие главных инженеров Ваших организаций в совещании, которое состоится [DATE_TIME] в [TIME] мск. в аппарате управления [ORGANIZATION], по адресу: г. [LOCATION]. Исп.: [PERSON] ([CONTACT]); Исп.: [PERSON] ([CONTACT]). Для участия в совещании, прошу Вас подготовить представленные материалы за [DATE_TIME] с указанием следующей информации: * количество допущенных внеплановых остановок сдачи нефти в МН ВСТО с конкретными пояснениями причин; * количество и конкретные причины корректировок план-графика сдачи нефти; * предложения по снижению количества корректировок план-графиков сдачи нефти; * исполнение пунктов протокола совещания по организации работы объектов нефтедобычи для исключения внеплановых остановок и нарушений, согласованных план-графиков сдачи нефти от [DATE_TIME]. Информацию о представителях Вашей организации ([PERSON], [POSITION]) запланированных к участию в совещании прошу Вас направить ответным письмом не позднее [DATE_TIME] года. Приложение: 1. Количество остановок/снижений сдачи нефти за 1 квартал [DATE_TIME] на 1 месте; 2. Количество корректировок план-графика сдачи нефти за 1 квартал [DATE_TIME] на 1 месте. И.о. главного инженера [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] Количества остатков/суммы на конец периода Наименование Всего, шт [ORGANIZATION] [FINANCIAL_DATA] АО [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] Приложение 1 Количества остатков/суммы на конец периода Наименование Всего, шт [ORGANIZATION] [FINANCIAL_DATA] АО [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] Приложение 2 Количество корректных документов на конец периода Наименование Всего, шт [ORGANIZATION] [FINANCIAL_DATA] АО [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA] [ORGANIZATION] [FINANCIAL_DATA]",Блок технического директора
"Техническому директору [ORGANIZATION] [PERSON] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] факс: [CONTACT] E-mail: [CONTACT] https://www.[ORGANIZATION]-automation.ru на [DOCUMENT_NUMBER] от [DATE_TIME] Актуализация производственной программы Уважаемый [PERSON]! В ответ на Ваше письмо [DOCUMENT_NUMBER] от [DATE_TIME] Актуализация производственной программы сообщаем что, проведя консультации и совещания со специалистами [ORGANIZATION] и [CENTRE] [ORGANIZATION] совместно выработали решения о необходимости продления сроков пересчета производственных программ до [DATE_TIME] в соответствии с утвержденными технологическими картами [DOCUMENT_NUMBER], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER] (версия [VERSION]) действующих договоров, т.к. выявлена необходимость дополнительной верификации БДО и подготовки РТК, что в свою очередь позволит корректно сформировать производственную программу и бюджет на горизонте среднесрочного планирования [YEAR]-[YEAR] С уважением, Технический директор [PERSON] [PERSON] [CONTACT]",Блок технического директора
